DASYLab - V 4.02.22
WORKSHEET          : VOLVOHR04_VER2
Recording Date     : 2009-03-31, 10:53:53
Block Length       : 256
Delta              : 0.002000 sec.
Number of Channels : 12
Time	Yaw [rad/s]	Pitch [rad/s]	Roll [rad/s]	Xacc [m/s²]	Zacc [m/s²]	Yacc [m/s²]	Strwhlangle [rad]	Speed [m/s]	Slip [rad]	Pulse []	Servopressure []	Strwhlmoment []	
0.396	0.0047	0.0087	-0.0073	-0.1805	0.0912	0.1508	-0.0167	13.7058	-0.0032	-0.9035	3.8104	5.7532	
0.398	0.0046	0.0097	-0.0075	-0.1744	0.0631	0.1785	-0.0163	13.7363	-0.0061	-0.9171	3.8083	5.7491	
0.400	0.0040	0.0072	-0.0078	-0.1646	0.0808	0.1446	-0.0158	13.6210	-0.0047	-0.9186	3.8055	5.7438	
0.402	0.0060	0.0076	-0.0076	-0.1524	0.0808	0.1520	-0.0152	13.7465	-0.0069	-0.9258	3.8022	5.7373	
0.404	0.0035	0.0043	-0.0083	-0.1738	0.0888	0.1563	-0.0145	13.9482	-0.0061	-0.9152	3.7982	5.7297	
0.406	0.0046	0.0070	-0.0072	-0.1536	0.0833	0.1465	-0.0138	13.7092	-0.0057	-0.9029	3.7938	5.7211	
0.408	0.0057	0.0069	-0.0074	-0.1768	0.0808	0.1718	-0.0133	13.6753	-0.0071	-0.9467	3.7890	5.7116	
0.410	0.0042	0.0072	-0.0070	-0.1487	0.1199	0.1662	-0.0127	13.7312	-0.0108	-0.9296	3.7838	5.7015	
0.412	0.0049	0.0061	-0.0053	-0.1487	0.1291	0.1958	-0.0114	13.7872	-0.0117	-0.9740	3.7784	5.6907	
0.414	0.0018	0.0047	-0.0074	-0.1481	0.1419	0.1878	-0.0093	13.9245	-0.0117	-0.9496	3.7726	5.6794	
0.416	0.0048	0.0064	-0.0060	-0.1652	0.1608	0.1958	-0.0075	13.8007	-0.0104	-0.9496	3.7668	5.6679	
0.418	0.0039	0.0062	-0.0076	-0.1829	0.1400	0.1989	-0.0063	13.6736	-0.0096	-0.9387	3.7611	5.6564	
0.420	0.0047	0.0068	-0.0057	-0.1554	0.1553	0.1970	-0.0056	13.7550	-0.0104	-0.9178	3.7555	5.6451	
0.422	0.0036	0.0068	-0.0045	-0.1591	0.1437	0.2310	-0.0045	13.8635	-0.0081	-0.9499	3.7500	5.6342	
0.424	0.0015	0.0051	-0.0058	-0.1567	0.1474	0.2118	-0.0030	14.0398	-0.0065	-0.9160	3.7448	5.6237	
0.426	0.0040	0.0060	-0.0036	-0.1719	0.1559	0.2081	-0.0017	14.0873	-0.0048	-0.9161	3.7400	5.6139	
0.428	0.0047	0.0059	-0.0057	-0.1872	0.1339	0.2112	-0.0012	13.9398	-0.0069	-0.9286	3.7357	5.6052	
0.430	0.0052	0.0058	-0.0037	-0.1646	0.1425	0.2106	-0.0013	13.6159	-0.0066	-0.9331	3.7320	5.5977	
0.432	0.0045	0.0064	-0.0021	-0.1750	0.1242	0.2186	-0.0014	13.7550	-0.0076	-0.9569	3.7289	5.5913	
0.434	0.0022	0.0034	-0.0032	-0.1885	0.1254	0.1903	-0.0007	13.8652	-0.0063	-0.9254	3.7264	5.5860	
0.436	0.0045	0.0056	-0.0019	-0.1885	0.1132	0.1711	-0.0001	14.0517	-0.0048	-0.9016	3.7243	5.5815	
0.438	0.0051	0.0055	-0.0021	-0.2166	0.0900	0.1878	0.0002	14.0805	-0.0072	-0.9241	3.7227	5.5780	
0.440	0.0046	0.0059	-0.0016	-0.1903	0.1101	0.1637	0.0004	13.8448	-0.0086	-0.9303	3.7217	5.5756	
0.442	0.0054	0.0051	0.0003	-0.1927	0.1065	0.1748	0.0012	13.8567	-0.0086	-0.9470	3.7213	5.5744	
0.444	0.0032	0.0036	-0.0017	-0.1927	0.1120	0.1514	0.0026	13.9686	-0.0091	-0.9181	3.7214	5.5742	
0.446	0.0051	0.0059	-0.0004	-0.1891	0.1046	0.1230	0.0039	13.9398	-0.0071	-0.9227	3.7220	5.5750	
0.448	0.0066	0.0055	-0.0002	-0.2099	0.0851	0.1452	0.0046	14.2534	-0.0073	-0.9290	3.7232	5.5768	
0.450	0.0049	0.0056	-0.0001	-0.1940	0.1108	0.1378	0.0050	14.0432	-0.0066	-0.9105	3.7249	5.5797	
0.452	0.0063	0.0051	0.0005	-0.1811	0.1010	0.1409	0.0054	14.0076	-0.0069	-0.9254	3.7272	5.5839	
0.454	0.0049	0.0037	-0.0017	-0.2013	0.1022	0.1440	0.0058	13.8397	-0.0043	-0.9206	3.7301	5.5892	
0.456	0.0054	0.0062	0.0007	-0.1848	0.1022	0.1600	0.0058	13.9296	-0.0035	-0.8966	3.7334	5.5954	
0.458	0.0057	0.0066	0.0012	-0.1940	0.0717	0.1810	0.0051	13.7838	-0.0045	-0.9178	3.7371	5.6023	
0.460	0.0039	0.0053	0.0015	-0.1878	0.0827	0.1557	0.0043	14.1025	-0.0077	-0.9171	3.7409	5.6095	
0.462	0.0048	0.0067	0.0016	-0.1848	0.0918	0.1724	0.0032	13.7193	-0.0071	-0.9377	3.7449	5.6170	
0.464	0.0048	0.0049	-0.0001	-0.2062	0.0674	0.1822	0.0018	13.8262	-0.0070	-0.9247	3.7488	5.6245	
0.466	0.0055	0.0059	0.0031	-0.1823	0.0815	0.1940	-0.0000	13.7855	-0.0058	-0.9016	3.7527	5.6319	
0.468	0.0037	0.0063	0.0050	-0.1854	0.0680	0.2106	-0.0018	13.7906	-0.0063	-0.9460	3.7563	5.6388	
0.470	0.0023	0.0032	0.0041	-0.1793	0.0705	0.1933	-0.0026	13.9296	-0.0084	-0.9100	3.7598	5.6453	
0.472	0.0049	0.0051	0.0061	-0.1646	0.0595	0.1804	-0.0032	14.0025	-0.0083	-0.9106	3.7629	5.6513	
0.474	0.0059	0.0044	0.0060	-0.1891	0.0424	0.2125	-0.0039	13.9737	-0.0073	-0.9343	3.7658	5.6568	
0.476	0.0045	0.0052	0.0069	-0.1609	0.0815	0.1810	-0.0047	13.8940	-0.0058	-0.9082	3.7685	5.6618	
0.478	0.0062	0.0039	0.0092	-0.1573	0.0869	0.1909	-0.0051	13.7516	-0.0038	-0.9348	3.7709	5.6665	
0.480	0.0037	0.0024	0.0079	-0.1609	0.0888	0.1705	-0.0047	13.8533	-0.0033	-0.9167	3.7730	5.6706	
0.482	0.0060	0.0048	0.0091	-0.1414	0.0888	0.1446	-0.0043	13.8685	-0.0036	-0.9071	3.7746	5.6738	
0.484	0.0064	0.0058	0.0095	-0.1505	0.0876	0.1767	-0.0042	13.9872	-0.0028	-0.9184	3.7758	5.6763	
0.486	0.0039	0.0045	0.0101	-0.1456	0.1181	0.1274	-0.0039	13.8211	-0.0043	-0.9061	3.7766	5.6780	
0.488	0.0058	0.0056	0.0111	-0.1530	0.1400	0.1144	-0.0039	13.5752	-0.0060	-0.9209	3.7771	5.6790	
0.490	0.0056	0.0039	0.0091	-0.1591	0.1211	0.0978	-0.0044	13.9160	-0.0060	-0.9286	3.7771	5.6791	
0.492	0.0060	0.0047	0.0121	-0.1487	0.1370	0.0842	-0.0052	13.6939	-0.0040	-0.8997	3.7767	5.6783	
0.494	0.0049	0.0046	0.0137	-0.1573	0.1254	0.0873	-0.0056	13.8312	-0.0045	-0.9213	3.7758	5.6767	
0.496	0.0033	0.0024	0.0128	-0.1609	0.1217	0.0447	-0.0054	14.0788	-0.0048	-0.9024	3.7745	5.6743	
0.498	0.0060	0.0048	0.0142	-0.1573	0.1028	0.0108	-0.0050	13.9584	-0.0033	-0.8841	3.7730	5.6715	
0.500	0.0080	0.0041	0.0139	-0.1799	0.0717	0.0287	-0.0050	13.9160	-0.0020	-0.9154	3.7713	5.6684	
0.502	0.0052	0.0040	0.0144	-0.1719	0.0882	0.0040	-0.0048	13.8177	-0.0018	-0.8682	3.7696	5.6653	
0.504	0.0063	0.0041	0.0136	-0.1542	0.0747	0.0071	-0.0046	13.7177	-0.0003	-0.9129	3.7679	5.6622	
0.506	0.0057	0.0028	0.0120	-0.1903	0.0607	-0.0003	-0.0045	13.9211	-0.0012	-0.9000	3.7661	5.6589	
0.508	0.0055	0.0034	0.0144	-0.1738	0.0631	0.0040	-0.0047	13.9652	-0.0025	-0.8969	3.7644	5.6556	
0.510	0.0052	0.0053	0.0144	-0.1768	0.0326	0.0256	-0.0050	13.7600	-0.0029	-0.9383	3.7626	5.6522	
0.512	0.0021	0.0024	0.0141	-0.1713	0.0338	-0.0052	-0.0050	13.6634	-0.0059	-0.9193	3.7608	5.6487	
0.514	0.0047	0.0038	0.0139	-0.1762	0.0454	0.0016	-0.0050	13.6532	-0.0040	-0.9320	3.7590	5.6451	
0.516	0.0050	0.0030	0.0121	-0.1933	0.0198	-0.0052	-0.0055	13.8126	-0.0035	-0.9212	3.7570	5.6411	
0.518	0.0053	0.0031	0.0142	-0.1701	0.0302	-0.0021	-0.0066	13.7499	-0.0035	-0.8879	3.7549	5.6368	
0.520	0.0037	0.0040	0.0142	-0.1726	0.0198	0.0262	-0.0077	14.1449	-0.0041	-0.8984	3.7527	5.6322	
0.522	0.0018	0.0017	0.0128	-0.1658	0.0241	0.0040	-0.0079	13.8991	-0.0037	-0.8983	3.7505	5.6277	
0.524	0.0044	0.0028	0.0128	-0.1866	0.0479	0.0127	-0.0080	13.8499	-0.0041	-0.9203	3.7485	5.6233	
0.526	0.0043	0.0023	0.0104	-0.2025	0.0284	0.0127	-0.0085	13.9669	-0.0036	-0.9180	3.7467	5.6195	
0.528	0.0050	0.0018	0.0120	-0.1732	0.0534	0.0194	-0.0095	13.7956	-0.0033	-0.9055	3.7452	5.6161	
0.530	0.0040	0.0034	0.0107	-0.1762	0.0338	0.0472	-0.0105	13.9601	-0.0044	-0.9267	3.7439	5.6134	
0.532	0.0017	0.0011	0.0097	-0.1732	0.0497	0.0213	-0.0110	14.0008	-0.0046	-0.9093	3.7429	5.6111	
0.534	0.0038	0.0020	0.0094	-0.1842	0.0662	0.0349	-0.0115	13.8075	-0.0053	-0.9203	3.7422	5.6095	
0.536	0.0040	0.0010	0.0070	-0.2001	0.0430	0.0330	-0.0124	13.8109	-0.0048	-0.9216	3.7418	5.6085	
0.538	0.0041	0.0013	0.0088	-0.1756	0.0577	0.0484	-0.0135	13.7244	-0.0026	-0.9064	3.7415	5.6079	
0.540	0.0037	0.0028	0.0078	-0.1756	0.0332	0.0793	-0.0145	13.8855	-0.0034	-0.9117	3.7415	5.6076	
0.542	0.0018	0.0001	0.0066	-0.1774	0.0400	0.0583	-0.0147	13.9025	-0.0040	-0.9113	3.7415	5.6075	
0.544	0.0040	0.0011	0.0073	-0.1964	0.0570	0.0719	-0.0148	13.8770	-0.0039	-0.9126	3.7416	5.6077	
0.546	0.0040	0.0009	0.0057	-0.2160	0.0351	0.0879	-0.0151	13.9974	-0.0036	-0.8975	3.7420	5.6083	
0.548	0.0035	0.0011	0.0062	-0.1829	0.0619	0.0780	-0.0153	13.8414	-0.0033	-0.8939	3.7425	5.6092	
0.550	0.0046	0.0006	0.0073	-0.1866	0.0741	0.1144	-0.0149	13.8482	-0.0044	-0.9360	3.7431	5.6104	
0.552	0.0017	-0.0002	0.0049	-0.1805	0.0900	0.1039	-0.0137	13.8448	-0.0047	-0.9189	3.7440	5.6120	
0.554	0.0043	0.0015	0.0055	-0.1903	0.1016	0.1021	-0.0125	13.9143	-0.0062	-0.9206	3.7449	5.6138	
0.556	0.0046	0.0010	0.0036	-0.2105	0.1034	0.1206	-0.0119	13.8245	-0.0057	-0.9125	3.7459	5.6158	
0.558	0.0045	0.0017	0.0040	-0.1811	0.1407	0.1033	-0.0115	13.8550	-0.0061	-0.9055	3.7470	5.6179	
0.560	0.0061	0.0001	0.0053	-0.1762	0.1498	0.1187	-0.0105	13.7973	-0.0065	-0.9340	3.7481	5.6202	
0.562	0.0050	-0.0012	0.0015	-0.1842	0.1553	0.1076	-0.0090	13.9194	-0.0063	-0.9094	3.7492	5.6224	
0.564	0.0057	0.0009	0.0028	-0.1701	0.1559	0.1002	-0.0079	13.9296	-0.0055	-0.9088	3.7503	5.6247	
0.566	0.0068	0.0013	0.0028	-0.1976	0.1364	0.1200	-0.0075	14.0330	-0.0053	-0.9326	3.7514	5.6270	
0.568	0.0050	0.0010	0.0029	-0.1872	0.1700	0.1058	-0.0076	13.7719	-0.0057	-0.9210	3.7526	5.6295	
0.570	0.0060	0.0027	0.0013	-0.1781	0.1870	0.1107	-0.0083	13.6736	-0.0048	-0.9280	3.7538	5.6320	
0.572	0.0056	0.0009	-0.0005	-0.2031	0.1602	0.1163	-0.0096	13.8380	-0.0053	-0.9204	3.7549	5.6343	
0.574	0.0052	0.0016	0.0021	-0.1940	0.1730	0.1237	-0.0113	13.7227	-0.0044	-0.9102	3.7558	5.6363	
0.576	0.0040	0.0028	0.0024	-0.1964	0.1632	0.1576	-0.0128	13.9499	-0.0047	-0.9192	3.7565	5.6379	
0.578	0.0029	0.0010	0.0018	-0.1903	0.1590	0.1397	-0.0136	14.1958	-0.0028	-0.8893	3.7571	5.6391	
0.580	0.0056	0.0021	0.0029	-0.2044	0.1700	0.1465	-0.0143	13.9177	-0.0016	-0.9010	3.7577	5.6403	
0.582	0.0057	0.0017	0.0012	-0.2221	0.1254	0.1594	-0.0154	13.9364	-0.0014	-0.9052	3.7583	5.6416	
0.584	0.0049	0.0020	0.0017	-0.1946	0.1309	0.1483	-0.0165	13.8516	-0.0030	-0.8783	3.7591	5.6431	
0.586	0.0058	0.0004	0.0030	-0.1933	0.1248	0.1755	-0.0171	13.9703	-0.0014	-0.9093	3.7599	5.6448	
0.588	0.0035	-0.0005	0.0012	-0.1940	0.1248	0.1699	-0.0169	14.0618	-0.0010	-0.8867	3.7609	5.6466	
0.590	0.0062	0.0020	0.0020	-0.1744	0.1004	0.1619	-0.0168	14.1415	0.0019	-0.8679	3.7621	5.6488	
0.592	0.0074	0.0020	0.0012	-0.1854	0.0796	0.2075	-0.0171	13.7651	0.0023	-0.8882	3.7634	5.6515	
0.594	0.0045	0.0013	0.0008	-0.1768	0.1065	0.1933	-0.0174	13.8194	0.0000	-0.8772	3.7650	5.6545	
0.596	0.0055	0.0029	-0.0002	-0.1670	0.1217	0.1946	-0.0183	13.8295	0.0004	-0.8994	3.7667	5.6578	
0.598	0.0052	0.0023	-0.0009	-0.2068	0.1016	0.1921	-0.0197	14.1483	0.0021	-0.8755	3.7684	5.6611	
0.600	0.0055	0.0024	0.0010	-0.1811	0.1083	0.1705	-0.0211	14.2771	0.0029	-0.8441	3.7702	5.6644	
0.602	0.0046	0.0033	0.0008	-0.1842	0.1089	0.2007	-0.0219	14.2517	0.0032	-0.8820	3.7721	5.6681	
0.604	0.0030	0.0009	-0.0003	-0.1885	0.1193	0.1650	-0.0218	14.1398	0.0019	-0.8644	3.7744	5.6723	
0.606	0.0060	0.0025	0.0005	-0.1768	0.1114	0.1329	-0.0215	13.9601	0.0020	-0.8585	3.7769	5.6772	
0.608	0.0062	0.0023	-0.0000	-0.2080	0.0973	0.1452	-0.0217	14.0686	0.0028	-0.8818	3.7798	5.6829	
0.610	0.0056	0.0027	0.0002	-0.1829	0.1297	0.1237	-0.0217	14.1279	0.0048	-0.8537	3.7831	5.6892	
0.612	0.0072	0.0015	0.0005	-0.1756	0.1291	0.1249	-0.0214	14.0110	0.0039	-0.8751	3.7865	5.6959	
0.614	0.0039	0.0006	-0.0008	-0.1964	0.1400	0.1163	-0.0207	14.2263	0.0037	-0.8591	3.7900	5.7029	
0.616	0.0056	0.0030	0.0001	-0.1952	0.1242	0.0885	-0.0201	13.9635	0.0037	-0.8528	3.7937	5.7102	
0.618	0.0074	0.0025	-0.0002	-0.2123	0.0998	0.1089	-0.0199	13.8685	0.0056	-0.8484	3.7974	5.7176	
0.620	0.0056	0.0025	-0.0001	-0.1927	0.1230	0.0996	-0.0198	13.8397	0.0063	-0.8409	3.8011	5.7250	
0.622	0.0067	0.0035	-0.0010	-0.1732	0.1223	0.1021	-0.0200	13.8668	0.0056	-0.8821	3.8047	5.7322	
0.624	0.0058	0.0019	-0.0026	-0.1989	0.0992	0.1015	-0.0203	13.7533	0.0049	-0.8641	3.8079	5.7387	
0.626	0.0062	0.0036	-0.0001	-0.1878	0.1053	0.1089	-0.0210	14.0839	0.0043	-0.8394	3.8108	5.7444	
0.628	0.0069	0.0040	-0.0002	-0.1903	0.0607	0.1261	-0.0222	14.1924	0.0053	-0.8447	3.8132	5.7493	
0.630	0.0042	0.0033	-0.0005	-0.1823	0.0729	0.1027	-0.0235	13.7600	0.0051	-0.8524	3.8153	5.7535	
0.632	0.0060	0.0046	-0.0002	-0.1891	0.0888	0.1119	-0.0248	14.0618	0.0050	-0.8594	3.8170	5.7570	
0.634	0.0058	0.0038	-0.0025	-0.2037	0.0522	0.1119	-0.0263	14.0262	0.0050	-0.8635	3.8183	5.7596	
0.636	0.0058	0.0043	-0.0003	-0.1860	0.0564	0.1076	-0.0276	13.8601	0.0067	-0.8551	3.8191	5.7614	
0.638	0.0048	0.0050	0.0008	-0.1866	0.0412	0.1317	-0.0282	14.1839	0.0062	-0.8780	3.8195	5.7624	
0.640	0.0030	0.0031	-0.0004	-0.1762	0.0418	0.1119	-0.0279	14.1568	0.0069	-0.8553	3.8196	5.7628	
0.642	0.0061	0.0049	0.0005	-0.1848	0.0369	0.1052	-0.0275	14.0415	0.0063	-0.8394	3.8194	5.7627	
0.644	0.0068	0.0047	-0.0005	-0.1909	0.0070	0.1224	-0.0274	13.9754	0.0051	-0.8667	3.8190	5.7623	
0.646	0.0048	0.0045	-0.0003	-0.1646	0.0375	0.1119	-0.0273	13.8753	0.0054	-0.8487	3.8185	5.7616	
0.648	0.0068	0.0054	-0.0014	-0.1395	0.0424	0.1163	-0.0271	14.0228	0.0035	-0.8862	3.8179	5.7607	
0.650	0.0058	0.0032	-0.0024	-0.1585	0.0522	0.1169	-0.0270	14.2212	0.0034	-0.8604	3.8173	5.7597	
0.652	0.0058	0.0055	-0.0005	-0.1481	0.0601	0.1156	-0.0273	14.1279	0.0035	-0.8492	3.8166	5.7586	
0.654	0.0073	0.0061	-0.0009	-0.1609	0.0607	0.1526	-0.0280	13.9431	0.0035	-0.8687	3.8160	5.7578	
0.656	0.0050	0.0049	-0.0008	-0.1554	0.1016	0.1304	-0.0286	13.7872	0.0036	-0.8626	3.8156	5.7572	
0.658	0.0057	0.0060	-0.0017	-0.1456	0.1327	0.1385	-0.0293	13.8177	0.0027	-0.8965	3.8152	5.7567	
0.660	0.0051	0.0053	-0.0033	-0.1713	0.1431	0.1409	-0.0305	13.8940	0.0030	-0.8740	3.8148	5.7560	
0.662	0.0056	0.0063	-0.0009	-0.1579	0.1864	0.1489	-0.0322	14.0584	0.0011	-0.8551	3.8142	5.7551	
0.664	0.0063	0.0066	-0.0017	-0.1683	0.1791	0.1637	-0.0342	13.9245	0.0016	-0.8827	3.8135	5.7538	
0.666	0.0041	0.0052	-0.0014	-0.1628	0.2255	0.1434	-0.0360	13.8295	0.0005	-0.8836	3.8127	5.7522	
0.668	0.0054	0.0066	-0.0019	-0.1738	0.2652	0.1465	-0.0379	13.8482	0.0010	-0.8922	3.8117	5.7504	
0.670	0.0054	0.0054	-0.0040	-0.1854	0.2615	0.1428	-0.0400	14.0873	0.0009	-0.8855	3.8106	5.7483	
0.672	0.0056	0.0062	-0.0019	-0.1738	0.2932	0.1539	-0.0424	14.0008	0.0033	-0.8586	3.8093	5.7459	
0.674	0.0059	0.0067	-0.0023	-0.1829	0.2817	0.1607	-0.0448	13.9160	0.0029	-0.8868	3.8080	5.7433	
0.676	0.0043	0.0051	-0.0025	-0.1854	0.3048	0.1311	-0.0466	13.9635	0.0012	-0.8675	3.8066	5.7406	
0.678	0.0061	0.0059	-0.0030	-0.1701	0.3164	0.1218	-0.0482	13.7397	0.0001	-0.8954	3.8052	5.7379	
0.680	0.0051	0.0037	-0.0055	-0.1989	0.3103	0.1187	-0.0497	13.7465	-0.0018	-0.9041	3.8038	5.7351	
0.682	0.0057	0.0055	-0.0030	-0.1952	0.3299	0.1255	-0.0515	13.7583	-0.0012	-0.8998	3.8023	5.7321	
0.684	0.0044	0.0067	-0.0033	-0.2050	0.3042	0.1489	-0.0534	13.9296	-0.0030	-0.9070	3.8006	5.7288	
0.686	0.0032	0.0046	-0.0040	-0.2031	0.3030	0.1156	-0.0546	14.1144	-0.0031	-0.8995	3.7987	5.7251	
0.688	0.0056	0.0054	-0.0039	-0.2105	0.3036	0.1187	-0.0553	14.1907	-0.0012	-0.9013	3.7967	5.7212	
0.690	0.0055	0.0040	-0.0064	-0.2239	0.2658	0.1082	-0.0562	13.7533	-0.0012	-0.8788	3.7946	5.7173	
0.692	0.0050	0.0050	-0.0042	-0.2080	0.2676	0.1089	-0.0570	14.0483	-0.0029	-0.8844	3.7926	5.7137	
0.694	0.0059	0.0029	-0.0033	-0.1952	0.2206	0.1045	-0.0573	13.9906	-0.0031	-0.9059	3.7908	5.7102	
0.696	0.0050	0.0023	-0.0067	-0.2025	0.1889	0.1002	-0.0565	14.1144	-0.0031	-0.9134	3.7891	5.7072	
0.698	0.0048	0.0040	-0.0045	-0.1940	0.1938	0.1015	-0.0554	14.1941	-0.0027	-0.8771	3.7878	5.7047	
0.700	0.0044	0.0039	-0.0037	-0.1927	0.1687	0.1317	-0.0541	14.3551	-0.0031	-0.9048	3.7869	5.7031	
0.702	0.0024	0.0021	-0.0046	-0.1805	0.1614	0.1187	-0.0522	14.2246	-0.0029	-0.8891	3.7866	5.7026	
0.704	0.0055	0.0041	-0.0046	-0.1793	0.1248	0.1193	-0.0505	13.9398	-0.0040	-0.8788	3.7869	5.7034	
0.706	0.0046	0.0054	-0.0047	-0.1866	0.1065	0.1656	-0.0492	13.9143	-0.0063	-0.9193	3.7879	5.7054	
0.708	0.0027	0.0032	-0.0053	-0.1946	0.1181	0.1372	-0.0476	13.9787	-0.0034	-0.8961	3.7894	5.7083	
0.710	0.0044	0.0046	-0.0040	-0.2007	0.1346	0.1514	-0.0461	14.0194	-0.0030	-0.9108	3.7913	5.7121	
0.712	0.0045	0.0041	-0.0055	-0.2245	0.1028	0.1440	-0.0456	14.3551	-0.0031	-0.8929	3.7935	5.7165	
0.714	0.0048	0.0041	-0.0044	-0.1909	0.1175	0.1372	-0.0456	14.1737	-0.0031	-0.8873	3.7961	5.7215	
0.716	0.0035	0.0047	-0.0026	-0.2001	0.1114	0.1625	-0.0452	14.0059	-0.0045	-0.9079	3.7989	5.7271	
0.718	0.0030	0.0012	-0.0042	-0.2044	0.1162	0.1366	-0.0440	14.0110	-0.0053	-0.8984	3.8020	5.7332	
0.720	0.0049	0.0037	-0.0029	-0.1927	0.0985	0.1150	-0.0427	13.8753	-0.0040	-0.9003	3.8053	5.7396	
0.722	0.0062	0.0036	-0.0028	-0.2227	0.0882	0.1434	-0.0419	14.0160	-0.0042	-0.9026	3.8086	5.7460	
0.724	0.0039	0.0033	-0.0023	-0.2215	0.1230	0.1298	-0.0413	14.1686	-0.0034	-0.9010	3.8120	5.7525	
0.726	0.0052	0.0032	-0.0017	-0.2092	0.1278	0.1304	-0.0410	13.8058	-0.0036	-0.9178	3.8153	5.7588	
0.728	0.0044	0.0006	-0.0033	-0.2355	0.1437	0.1230	-0.0407	13.9804	-0.0042	-0.8990	3.8186	5.7649	
0.730	0.0054	0.0032	-0.0010	-0.2227	0.1669	0.1286	-0.0407	13.8974	-0.0043	-0.8961	3.8216	5.7705	
0.732	0.0056	0.0042	-0.0011	-0.2300	0.1608	0.1428	-0.0414	13.7312	-0.0033	-0.9138	3.8242	5.7753	
0.734	0.0048	0.0027	0.0000	-0.2288	0.1925	0.1002	-0.0421	13.8719	-0.0017	-0.8932	3.8263	5.7791	
0.736	0.0061	0.0020	0.0011	-0.2160	0.2041	0.0971	-0.0429	14.0805	-0.0011	-0.9041	3.8278	5.7816	
0.738	0.0040	-0.0007	-0.0000	-0.2368	0.2127	0.0922	-0.0433	14.0093	-0.0033	-0.8907	3.8286	5.7830	
0.740	0.0048	0.0021	0.0020	-0.2190	0.1993	0.0694	-0.0437	13.8262	-0.0043	-0.8833	3.8289	5.7832	
0.742	0.0057	0.0021	0.0016	-0.2496	0.1883	0.0860	-0.0445	13.9465	-0.0035	-0.9120	3.8287	5.7824	
0.744	0.0043	0.0016	0.0022	-0.2123	0.1986	0.0614	-0.0450	13.8635	-0.0032	-0.8945	3.8280	5.7808	
0.746	0.0067	-0.0000	0.0034	-0.2013	0.1870	0.0669	-0.0448	13.9381	-0.0032	-0.9323	3.8269	5.7782	
0.748	0.0041	-0.0022	0.0016	-0.2068	0.1675	0.0534	-0.0438	14.1873	-0.0038	-0.8789	3.8253	5.7749	
0.750	0.0052	0.0000	0.0030	-0.1860	0.1462	0.0312	-0.0428	13.8177	-0.0030	-0.8733	3.8235	5.7709	
0.752	0.0068	-0.0002	0.0033	-0.2086	0.1193	0.0484	-0.0424	13.7516	-0.0034	-0.9145	3.8214	5.7666	
0.754	0.0044	-0.0007	0.0040	-0.1909	0.1413	0.0299	-0.0421	13.8652	-0.0030	-0.8961	3.8192	5.7618	
0.756	0.0057	-0.0010	0.0039	-0.1781	0.1278	0.0336	-0.0418	13.7634	-0.0037	-0.9174	3.8167	5.7566	
0.758	0.0046	-0.0029	0.0017	-0.1982	0.1211	0.0324	-0.0414	13.8889	-0.0033	-0.9189	3.8141	5.7509	
0.760	0.0052	-0.0009	0.0040	-0.1805	0.1315	0.0453	-0.0412	13.9720	-0.0045	-0.8864	3.8111	5.7448	
0.762	0.0065	-0.0005	0.0044	-0.1854	0.0967	0.0490	-0.0414	13.7736	-0.0068	-0.9207	3.8080	5.7384	
0.764	0.0040	-0.0019	0.0047	-0.1738	0.1156	0.0299	-0.0414	13.6176	-0.0067	-0.9204	3.8047	5.7317	
0.766	0.0047	-0.0005	0.0037	-0.1646	0.1272	0.0435	-0.0414	13.7702	-0.0082	-0.9360	3.8012	5.7247	
0.768	0.0043	-0.0017	0.0021	-0.1891	0.1150	0.0453	-0.0415	13.9025	-0.0076	-0.9348	3.7976	5.7174	
0.770	0.0046	-0.0017	0.0032	-0.1609	0.1230	0.0466	-0.0415	13.8618	-0.0081	-0.9218	3.7938	5.7099	
0.772	0.0030	-0.0003	0.0036	-0.1585	0.1138	0.0731	-0.0411	14.0500	-0.0091	-0.9283	3.7900	5.7023	
0.774	0.0015	-0.0028	0.0027	-0.1573	0.1217	0.0404	-0.0400	14.0177	-0.0091	-0.9251	3.7861	5.6947	
0.776	0.0044	-0.0014	0.0029	-0.1640	0.1303	0.0497	-0.0385	13.7227	-0.0077	-0.9290	3.7825	5.6874	
0.778	0.0038	-0.0021	0.0007	-0.1817	0.1077	0.0564	-0.0373	14.0059	-0.0064	-0.9018	3.7791	5.6806	
0.780	0.0041	-0.0019	0.0015	-0.1487	0.1169	0.0466	-0.0360	13.9821	-0.0051	-0.8992	3.7760	5.6745	
0.782	0.0053	-0.0029	0.0023	-0.1450	0.1120	0.0645	-0.0343	13.4905	-0.0040	-0.9355	3.7733	5.6690	
0.784	0.0030	-0.0045	-0.0002	-0.1530	0.1144	0.0620	-0.0321	13.9974	-0.0047	-0.9161	3.7709	5.6642	
0.786	0.0045	-0.0019	-0.0002	-0.1377	0.1108	0.0731	-0.0301	14.0025	-0.0052	-0.8884	3.7688	5.6599	
0.788	0.0053	-0.0007	-0.0015	-0.1487	0.0833	0.1033	-0.0287	13.8312	-0.0066	-0.9119	3.7669	5.6562	
0.790	0.0028	-0.0026	-0.0017	-0.1450	0.1010	0.0830	-0.0274	13.6685	-0.0036	-0.9070	3.7653	5.6530	
